Temp(C),Temp(K),Humidity,Pressure,Soil Moisture,Smoke Density,Air Density,Wind Speed,FFMC,DMC,DC,ISI,BUI,FWI,Risk
55.11,328.26,36.66,960.05,37.12,47.49,2.92,6.41,8.09,21.87,69.44,5.19,45.66,23.7,Medium
37.86,311.01,35.27,909.3,27.35,69.82,2.92,8.53,4.89,17.07,50.48,4.17,33.77,14.08,Medium
50.65,323.8,56.12,947.16,37.27,38.34,2.93,6.6,15.24,27.36,65.14,10.06,46.25,46.53,Extreme
41.88,315.03,39.53,923.16,27.93,68.97,2.93,8.26,13.96,32.51,52.99,11.53,42.75,49.29,Extreme
42.63,315.78,44.11,926.47,39.8,51.61,2.93,6.68,13.56,55.2,58.68,9.06,56.94,51.59,Extreme
50.79,323.94,69.35,950.3,33.4,55.07,2.93,6.36,10.74,46.37,66.09,6.83,56.23,38.41,High
36.19,309.34,65.95,907.48,33.6,46.53,2.93,5.03,15.23,30.99,59.46,7.66,45.23,34.65,High
37.29,310.44,47.93,909.34,27.44,47.64,2.93,7.58,13.64,30.16,41.4,10.34,35.78,37,High
40.03,313.18,84.55,917.77,22.32,53.7,2.93,8.16,12.97,30.15,41.94,10.58,36.05,38.14,High
39.63,312.78,65.55,916.33,28.17,41.63,2.93,7.47,12.06,35.89,34.14,9.01,35.02,31.55,High
35.46,308.61,35.35,904.75,36.06,42.17,2.93,7.97,7.64,42.71,53.24,6.09,47.98,29.22,High
54.91,328.06,48.98,961.2,34.86,34.61,2.93,5.39,13.71,48.97,56.61,7.39,52.79,39.01,High
49.85,323,46.06,945.62,27.48,41.89,2.93,6.91,12.5,32.94,38.41,8.64,35.67,30.82,High
45.87,319.02,67.44,935.71,30.4,39.61,2.93,4.16,14.69,42.1,56.77,6.11,49.44,30.21,High
41.36,314.51,65.08,921.47,10.86,32.1,2.93,3.16,7.39,16.13,14.09,2.34,15.11,3.54,Low
45.57,318.72,31.98,933.34,19.94,44.2,2.93,6.66,5.5,25.77,26.24,3.66,26,9.52,Low
43.37,316.52,37.15,928.46,1.14,51.63,2.93,3.24,9.83,1.31,1.89,3.18,1.6,0.51,Low
58.71,331.86,89.61,970.83,13.58,56.39,2.93,4.84,8.49,14.37,15.1,4.11,14.73,6.05,Low
49.71,322.86,54.74,945.43,30.31,36.85,2.93,2.49,12.85,22.47,42.58,3.2,32.52,10.41,Low
55.25,328.4,79.6,960.86,12.99,32.98,2.93,1.27,13.92,8.37,20.63,1.77,14.5,2.57,Low
40.14,313.29,71.44,916.61,22.51,43.68,2.93,4.8,8.37,12.78,26.28,4.02,19.53,7.85,Low
41.05,314.2,85.65,921.16,2.8,62.3,2.93,4.74,13.91,2.13,3.21,6.59,2.67,1.76,Low
53.37,326.52,33.38,957.76,12.84,68.52,2.93,6.5,6.41,7.16,18.02,4.17,12.59,5.25,Low
47.95,321.1,75.38,941.95,21.66,60.98,2.93,4.52,12.08,11.54,32.96,5.46,22.25,12.15,Low
59.51,332.66,77.59,975.48,4.56,62.53,2.93,0.91,7.67,5.12,4.66,0.7,4.89,0.34,Low
47.75,320.9,77.66,939.74,12.49,63.74,2.93,7.04,6.73,12.68,16.4,4.74,14.54,6.89,Low
42.52,315.67,45.76,926.28,17.12,56.5,2.93,7.64,5.05,14.31,23.33,3.86,18.82,7.26,Low
47.56,320.71,37.22,940.16,6.93,62.28,2.93,5.82,12.3,5.76,8.81,7.16,7.29,5.22,Low
42.93,316.08,75.16,927.39,29.41,54.79,2.93,2.08,6.8,31.83,39.6,1.41,35.72,5.04,Low
56.52,329.67,87.71,967.18,16.43,58.91,2.93,3.77,11.44,15.01,23.76,4.31,19.39,8.36,Low
59.74,332.89,51.37,975.66,34.39,62.61,2.93,2.89,6.76,35.42,51.86,1.95,43.64,8.51,Low
57.45,330.6,43.42,968.86,19.72,48.82,2.93,4.41,6.13,20.48,32.99,2.7,26.73,7.22,Low
40.66,313.81,76.44,918.6,27.85,46.54,2.93,1.91,7.84,40.55,42.31,1.5,41.43,6.21,Low
36.39,309.54,77.59,905.88,7.3,33.53,2.93,7,14.09,10.57,13.24,9.86,11.91,11.74,Low
48.5,321.65,30.92,942.17,20.42,32.53,2.93,6.44,4.49,11.78,26.08,2.89,18.93,5.47,Low
53.4,326.55,71.8,957.88,4.77,61.75,2.93,6.25,15.08,4.41,7.72,9.43,6.06,5.71,Low
49.52,322.67,34.97,946.39,25.73,45.35,2.93,1.58,9.04,36.06,27.99,1.43,32.02,4.58,Low
40.71,313.86,51.21,918.38,17.81,66.99,2.93,2.9,8.53,25.03,22.27,2.47,23.65,5.84,Low
44.87,318.02,30.27,931.44,24.33,51.52,2.93,2.46,11.36,25.83,32.75,2.79,29.29,8.17,Low
41.87,315.02,48.16,922,15.24,61.16,2.93,8.05,5.5,12.06,22.37,4.43,17.21,7.62,Low
49.97,323.12,37.22,946.11,28.27,62.32,2.93,3.59,5.74,33.94,52.22,2.06,43.08,8.87,Low
49.35,322.5,86.4,946.05,29.11,50.8,2.93,1,16.33,26.78,34.21,1.63,30.5,4.97,Low
46.14,319.29,41.19,934.78,22.36,56.55,2.93,0.91,9.28,27.6,32.53,0.84,30.07,2.53,Low
44.23,317.38,33.01,929.28,1,30.68,2.93,5.85,11.23,0.76,1.47,6.57,1.11,0.73,Low
48.3,321.45,53.61,940.85,16.64,34.81,2.93,1.37,8.49,14.45,21.86,1.16,18.16,2.11,Low
46.68,319.83,87.5,936.89,7.91,55.11,2.93,3.31,14.6,8.68,10.43,4.83,9.55,4.61,Low
45.27,318.42,73.1,934.04,3.48,30.21,2.93,1.34,12.92,2.94,4.42,1.73,3.68,0.64,Low
43.03,316.18,62.95,927.47,21.02,68.17,2.93,2.51,11.36,12.93,23.33,2.85,18.13,5.17,Low
56.69,329.84,53.78,967.85,22.03,68.49,2.93,4.77,11.23,13.5,30.91,5.36,22.2,11.9,Low
58.24,331.39,46.79,970.94,24.43,51.42,2.93,3.37,11.21,18.3,29.95,3.78,24.12,9.12,Low
53.86,327.01,40.67,956.59,7.22,42.8,2.93,4.61,11.55,9.85,13.48,5.32,11.66,6.2,Low
43.94,317.09,57.77,929.29,5.07,35.23,2.93,5.87,5.45,4.24,5.67,3.2,4.96,1.59,Low
53.6,326.75,79.35,957.46,32.56,49.85,2.93,0.73,14.99,24.57,43,1.09,33.78,3.68,Low
59.03,332.18,79.42,973.86,26.28,31.14,2.93,0.96,9.59,18.28,31.5,0.92,24.89,2.29,Low
50.29,323.44,64.06,949.04,13.94,63.2,2.93,3.7,15.19,14.74,18.52,5.62,16.63,9.35,Low
53.05,326.2,61.7,955.16,19.25,49.96,2.93,4.32,10.7,11.67,26.16,4.62,18.91,8.74,Low
34.19,307.34,65.3,901.31,18.91,66.37,2.93,4.87,7.79,24.96,18.99,3.79,21.98,8.33,Low
44.28,317.43,42.15,929.76,17.68,48.9,2.93,3.05,12.01,14.51,33.39,3.66,23.95,8.77,Low
55.69,328.84,33.44,962.38,1.18,46.5,2.93,6.31,6.3,1.51,2.24,3.98,1.88,0.75,Low
37.44,310.59,37.08,909.8,21.7,54.13,2.93,1.07,8.68,32.27,30.09,0.93,31.18,2.9,Low
43.44,316.59,35.95,926.39,34.63,65.57,2.93,3.65,9.57,35.31,35.55,3.49,35.43,12.37,Low
36.75,309.9,73.37,907.94,3,48.33,2.93,7.26,8.41,3.61,3.13,6.11,3.37,2.06,Low
55.55,328.7,54.11,961.54,6.47,37.7,2.93,5.7,12.05,6.41,11.25,6.87,8.83,6.07,Low
42.45,315.6,89.22,925.47,11.36,36.82,2.93,4.16,12.67,15.07,20.3,5.27,17.69,9.32,Low
51.83,324.98,89.47,951.07,21.56,42.53,2.93,4.52,8.98,12.44,26.5,4.06,19.47,7.9,Low
43,316.15,42.48,925.72,31.62,31.31,2.93,3.84,6.51,35.87,52.86,2.5,44.36,11.09,Low
49.21,322.36,33.77,945.16,24.1,51.18,2.93,5.5,6.04,33.18,27.77,3.32,30.48,10.12,Low
40.84,313.99,44.27,920.29,23.13,45.4,2.93,5.59,8.23,25.78,29.42,4.6,27.6,12.7,Low
48.89,322.04,48.01,943.83,4.54,55.25,2.93,5.7,11.91,5.53,4.82,6.79,5.18,3.52,Low
35.38,308.53,44.81,903.83,6.05,58.39,2.93,8.43,13.95,4.4,10.88,11.76,7.64,8.98,Low
37.44,310.59,34.56,911.03,1.36,67.99,2.93,4.75,4.86,1.8,2.5,2.31,2.15,0.5,Low
51.95,325.1,46.29,953.2,5.92,54.73,2.93,6.93,6.75,2.99,10.7,4.68,6.84,3.2,Low
56.6,329.75,88.94,966.21,10.5,54.23,2.93,5.53,14.27,8.4,11.06,7.89,9.73,7.68,Low
44.29,317.44,45.23,931.48,3.92,38.22,2.93,7.34,8.77,3.23,6.29,6.44,4.76,3.07,Low
35.5,308.65,61.85,905.85,4.99,44.59,2.93,5.71,5.73,4.17,9.48,3.27,6.83,2.23,Low
35.22,308.37,70.93,904.23,21.16,69.34,2.93,1.04,15.06,29.17,36.94,1.57,33.05,5.19,Low
57.47,330.62,50.3,967.47,30.64,56.49,2.93,2.71,10.42,34.62,47.06,2.82,40.84,11.52,Low
41.47,314.62,42.62,922.06,23.32,53.68,2.93,7.72,8.39,13.99,24.07,6.48,19.03,12.33,Low
44.58,317.73,89.64,930.23,1.62,32.44,2.93,4.54,8.13,1.96,2.56,3.69,2.26,0.83,Low
57.35,330.5,81.22,967.25,3.17,30.38,2.93,6.6,12.78,4.34,4.07,8.43,4.21,3.55,Low
42.85,316,58.1,924.58,12.89,30.96,2.93,1.45,6.83,11.41,14.78,0.99,13.09,1.3,Low
46.51,319.66,50.9,935.39,25.39,69.86,2.93,2.87,10.42,12.76,43,2.99,27.88,8.34,Low
59.52,332.67,81.54,973.43,3.33,36.35,2.93,6.84,16.96,3.62,5.6,11.6,4.61,5.35,Low
46.37,319.52,54.2,935.29,3.41,63.49,2.93,5.22,9.73,3.82,5.82,5.08,4.82,2.45,Low
39.73,312.88,72.98,918.04,4.09,51.52,2.93,2.87,14.86,3.18,5.16,4.26,4.17,1.78,Low
42.24,315.39,36.08,925.14,37.6,37.8,2.93,3.52,9.48,34.82,69.46,3.34,52.14,17.41,Medium
56.07,329.22,46.27,963.39,28.09,51.82,2.93,3.59,13.64,22.79,34.86,4.9,28.82,14.12,Medium
36.48,309.63,31.78,907.41,18.29,64.83,2.93,8.95,11.46,16.54,34.16,10.26,25.35,26.01,Medium
39.37,312.52,48.03,915.62,23.38,38.73,2.93,5.65,11.28,20.74,44.07,6.37,32.41,20.65,Medium
49.85,323,67.82,945.6,35.83,38.48,2.93,4.05,13.33,20.7,53.91,5.4,37.3,20.14,Medium
59.87,333.02,62.06,976.04,25.32,41.54,2.93,4.28,15.53,28.89,29.49,6.65,29.19,19.41,Medium
55.96,329.11,36.12,965.29,21.59,36.93,2.93,6.14,12.97,19.73,31.2,7.96,25.46,20.27,Medium
36.57,309.72,70.52,908.27,22.93,65.2,2.93,8.31,9.58,15.69,31.11,7.96,23.4,18.63,Medium
52.45,325.6,36.79,955.35,23.81,50.74,2.93,3.22,13.38,28.89,41.22,4.31,35.05,15.11,Medium
35.78,308.93,78.28,904.63,15.2,66.21,2.93,7.57,11.48,19.94,29.6,8.69,24.77,21.53,Medium
38.23,311.38,32.27,911.69,24.25,44.29,2.93,7.22,6.47,24.56,42.88,4.67,33.72,15.75,Medium
36.7,309.85,60.99,907.36,26.7,34.37,2.93,5.85,8.85,29.86,51.35,5.18,40.61,21.04,Medium
49.17,322.32,76.96,945.14,38.3,41.22,2.93,3.36,16.27,28.04,44.86,5.47,36.45,19.94,Medium
47.61,320.76,54.37,940.31,35.84,68.82,2.93,4.74,11.51,28.26,56.76,5.46,42.51,23.21,Medium
49.33,322.48,49.44,944.56,31.67,53.96,2.93,6.08,9.92,27.75,46.28,6.03,37.02,22.32,Medium
38.72,311.87,36.47,914.14,22.99,52.95,2.93,8.47,6.56,25.35,40.72,5.56,33.03,18.36,Medium
52.58,325.73,69.48,954.64,22.64,42.42,2.93,4.16,9.18,25.35,44.45,3.82,34.9,13.33,Medium
34.86,308.01,76.52,901.96,26.62,45.37,2.93,5.78,7.23,25.44,49.48,4.18,37.46,15.66,Medium
46.75,319.9,41.24,937.28,27,41.68,2.93,6.84,13.72,20.14,30.91,9.38,25.52,23.94,Medium
50.38,323.53,57.51,948.35,17.39,43.86,2.93,6.23,10.07,22.67,19.7,6.27,21.19,13.29,Medium
47.06,320.21,76.5,938.23,13.93,58.67,2.93,5.08,14.59,13.25,23.54,7.41,18.39,13.63,Medium
38.81,311.96,80.49,914.19,20.53,50.53,2.93,4.17,12.84,15.19,34.11,5.35,24.65,13.19,Medium
37.34,310.49,31.18,909.66,34.72,30.39,2.93,5.11,7.11,34.05,67.06,3.63,50.55,18.35,Medium
42.64,315.79,48.78,924.7,33.3,55.09,2.93,7.94,4.89,20.99,58.64,3.88,39.81,15.45,Medium
53.37,326.52,83.91,955.42,30.28,49.47,2.93,5.69,10.15,36.59,42.2,5.78,39.4,22.77,Medium
58.86,332.01,39.53,972.42,39.51,35.09,2.93,4.85,6.75,33.13,48.04,3.27,40.59,13.27,Medium
58.61,331.76,43.58,972.29,14.25,39.74,2.93,5.15,14.84,20.25,21.01,7.64,20.63,15.76,Medium
47.46,320.61,51.06,937.98,31.34,31.71,2.93,7.57,5.18,27.42,56.13,3.92,41.78,16.38,Medium
42.78,315.93,76.09,925.39,39.59,69.22,2.93,6.96,9.19,21.47,57.81,6.4,39.64,25.37,Medium
45.69,318.84,88.26,934.94,21.85,62.46,2.93,3.61,16.24,26.61,30.23,5.86,28.42,16.65,Medium
36.13,309.28,50.94,907.15,32.39,30.95,2.93,4.49,12.7,36.44,44.61,5.7,40.52,23.1,Medium
36.99,310.14,77.8,908.55,33.18,37.27,2.93,7.55,11.69,24.66,34.32,8.83,29.49,26.04,Medium
50.82,323.97,87.66,947.64,12.41,37.68,2.93,6.59,16.4,14.94,16.95,10.81,15.95,17.24,Medium
53.2,326.35,66.59,956.25,30.97,55.56,2.93,3.15,14.23,22.78,51.06,4.48,36.92,16.54,Medium
42.41,315.56,80.65,923.5,30.72,46.05,2.93,6.88,6.7,25.84,42.12,4.61,33.98,15.66,Medium
43.59,316.74,58.7,928.85,37.03,31.08,2.93,7.52,7.12,44.33,53.57,5.35,48.95,26.19,Medium
40.81,313.96,68.52,918.82,36.1,61.36,2.93,3.58,14.18,35.29,71.16,5.08,53.22,27.04,Medium
42.94,316.09,51.34,929.19,34.57,43.36,2.94,7.48,10.82,44.06,67.57,8.09,55.81,45.15,Extreme
46.62,319.77,40.61,938.91,35.95,41.98,2.94,7.3,14.26,43.71,58.03,10.41,50.87,52.96,Extreme
59.47,332.62,77.36,979.55,36.92,60.64,2.94,3.64,15.8,36.71,60.93,5.75,48.82,28.07,High
39.62,312.77,64.6,919.59,34.83,30.51,2.94,8.36,8.74,36.33,58.53,7.31,47.43,34.67,High
35.92,309.07,41.96,908.48,24.76,66.17,2.94,8.53,12.74,26.11,33.57,10.87,29.84,32.44,High
47.52,320.67,80.1,941.27,39,51.19,2.94,5.08,14.63,31.84,66.98,7.43,49.41,36.71,High
34.44,307.59,54.79,905.32,39.82,53.05,2.94,7.93,7.46,27.75,76.45,5.92,52.1,30.84,High
57.86,331.01,73.63,973.67,33.44,31.46,2.94,4.53,14.77,37.02,58.14,6.69,47.58,31.83,High
41.22,314.37,68.99,923.06,31.33,61.54,2.94,6.88,15.36,19.73,41.11,10.57,30.42,32.15,High
57.3,330.45,70.32,970.97,38.98,35.24,2.94,5.77,15.2,34.51,51.27,8.77,42.89,37.61,High
49.97,323.12,75.63,951.14,31.29,67.32,2.94,6.74,16.03,18.79,40.93,10.8,29.86,32.25,High
39.18,312.33,52.53,919.46,2.34,32.25,2.94,7.78,13.74,2.82,3.96,10.69,3.39,3.62,Low
49.67,322.82,40.88,949.52,12.14,52.14,2.94,2.05,9.75,14.32,23.54,2,18.93,3.79,Low
47.21,320.36,42.5,942.64,2.19,68.15,2.94,2.68,6.26,1.21,3.75,1.68,2.48,0.42,Low
59.03,332.18,39.61,975.91,18.08,33.41,2.94,1.13,8.97,9.95,22.2,1.01,16.07,1.62,Low
36.5,309.65,38.79,909.08,18.29,54.07,2.94,2.02,7.93,21.11,34.99,1.6,28.05,4.49,Low
40.3,313.45,43.27,921.48,11.85,36.8,2.94,4.88,9.03,12.3,22.22,4.41,17.26,7.61,Low
35.02,308.17,67.7,906.54,18.05,55.63,2.94,2.61,6.11,17.71,30.21,1.59,23.96,3.81,Low
48.98,322.13,82.23,947.41,17.75,41.03,2.94,0.94,15.46,24.5,30.9,1.45,27.7,4.02,Low
49.68,322.83,51.56,949.14,32.32,69.14,2.94,1.07,13.2,22.19,56.72,1.41,39.45,5.56,Low
45.32,318.47,35.51,936.37,31.48,34.3,2.94,3.28,10.87,36.36,34.83,3.57,35.59,12.71,Low
40.02,313.17,49.5,919.4,28.27,58.22,2.94,2.95,12.75,24.14,34.23,3.76,29.18,10.97,Low
41.5,314.65,62.72,926.61,29.34,67.07,2.94,0.67,12.19,41.55,40.9,0.82,41.22,3.38,Low
37.6,310.75,57.7,914.44,18.94,47.45,2.94,5,9.9,16.89,30.29,4.95,23.59,11.68,Low
45.86,319.01,39.9,936.6,24.71,53.45,2.94,3.03,13.09,13.15,27.41,3.97,20.28,8.05,Low
48.21,321.36,81.71,943.4,17.05,47.42,2.94,2.59,16.36,9.57,23.73,4.24,16.65,7.06,Low
58.84,331.99,89.09,975.52,19.38,66.74,2.94,6.45,12.41,10.79,21.69,8,16.24,12.99,Low
53.72,326.87,73.6,961.07,39.88,52.03,2.94,2.69,10.45,23.41,43.71,2.81,33.56,9.43,Low
53.18,326.33,58.58,960.52,7.83,58.06,2.94,4.89,11.1,5.68,10.57,5.43,8.12,4.41,Low
45.66,318.81,75.33,938.49,14.85,67.35,2.94,5.09,9.9,10.49,16.79,5.04,13.64,6.87,Low
54.03,327.18,33.55,962.88,3.17,58.17,2.94,2.03,8.37,3.16,4.62,1.7,3.89,0.66,Low
37.98,311.13,68.45,916.11,9.8,68.89,2.94,3.24,8.69,13.37,18,2.82,15.68,4.42,Low
46.94,320.09,56.37,940.96,16.04,54.87,2.94,4.25,9.55,18.43,19.43,4.06,18.93,7.69,Low
52.44,325.59,65.54,956.06,24.65,39.55,2.94,3.68,8.09,36.34,29.54,2.98,32.94,9.82,Low
36.43,309.58,70.1,910.35,27.23,69.6,2.94,2.15,10.83,26.29,52.13,2.33,39.21,9.14,Low
41.34,314.49,30.68,924.3,22.66,51.27,2.94,5.44,6.92,28.08,31.58,3.76,29.83,11.22,Low
33.54,306.69,38.22,901.02,15.91,35.46,2.94,5.61,9.79,15.02,16.2,5.49,15.61,8.57,Low
45.02,318.17,39.28,936.48,35.44,43.28,2.94,3.97,5.32,25.09,69.5,2.11,47.3,9.98,Low
44.2,317.35,30.35,933.67,19,36.04,2.94,3.45,8.02,13.1,20.36,2.77,16.73,4.63,Low
56.1,329.25,38.22,969.39,28.49,57.08,2.94,2.34,12.73,18.34,29.8,2.98,24.07,7.17,Low
48.34,321.49,63.16,945.79,3,48.32,2.94,5.87,10.82,3.6,5.64,6.35,4.62,2.93,Low
37.29,310.44,39.64,912.1,2.24,51.01,2.94,6.49,9.21,2.95,3.19,5.98,3.07,1.84,Low
59.44,332.59,63.15,976.46,35.41,52,2.94,4.53,6.44,26.26,48.12,2.92,37.19,10.86,Low
39.59,312.74,67.74,920.85,2.69,67.46,2.94,5.85,13.93,1.92,5.27,8.15,3.59,2.93,Low
47.63,320.78,30.57,942.47,15.2,69.45,2.94,5.01,5.85,10.28,15.69,2.93,12.98,3.8,Low
50.96,324.11,84.21,951.57,19.35,51.38,2.94,2.15,15.96,19.86,21.31,3.43,20.59,7.06,Low
59.04,332.19,38.91,976.82,24.34,62.8,2.94,1.43,6.17,13.58,32.27,0.88,22.93,2.02,Low
46.52,319.67,33.21,938.87,18.37,30.85,2.94,4.55,5.77,23.67,29.59,2.63,26.63,7,Low
47.07,320.22,58.73,942.87,34.1,44.22,2.94,6,5.39,19.59,42.83,3.23,31.21,10.08,Low
45.68,318.83,82.73,937.46,8.07,61.48,2.94,5.45,14.85,5.9,9.57,8.09,7.74,6.26,Low
54.56,327.71,38.24,961.89,30.93,52.45,2.94,2.15,8.81,39.31,35.53,1.89,37.42,7.07,Low
42.83,315.98,51.35,929.83,6.82,51.39,2.94,1.64,10.06,4.44,11.09,1.65,7.77,1.28,Low
42.93,316.08,71.88,929.64,1.54,53.25,2.94,4.19,14.88,1.84,2.78,6.23,2.31,1.44,Low
34.74,307.89,52.3,904.65,7.12,60.68,2.94,1.62,7.11,3.66,7.51,1.15,5.58,0.64,Low
45.22,318.37,71.33,937.39,7.37,68.9,2.94,7.41,10.45,7.07,13.46,7.74,10.27,7.95,Low
54.86,328.01,34.56,963.13,33.35,52.69,2.94,3.8,5.18,41.24,35.89,1.97,38.56,7.6,Low
41.58,314.73,82.19,924.34,31.04,63.36,2.94,2.33,10.33,32.33,36.54,2.41,34.44,8.3,Low
42.7,315.85,41.42,928.01,3.76,30.42,2.94,7.93,12.8,5.23,7.09,10.15,6.16,6.25,Low
54.55,327.7,75.43,962.69,20.04,65.38,2.94,2.57,7.37,13.31,20.93,1.89,17.12,3.24,Low
53.37,326.52,39.08,959.77,13.81,63.09,2.94,1.25,8.56,9.06,16.67,1.07,12.87,1.38,Low
59.14,332.29,70.34,977.1,1.03,53.35,2.94,6.33,12.72,0.67,1.73,8.05,1.2,0.97,Low
47.32,320.47,77.21,942.76,9.79,50.12,2.94,4.21,14.7,11.7,14.66,6.19,13.18,8.16,Low
40.92,314.07,30.95,923.21,9.6,64.68,2.94,7.26,11.4,7.54,10.91,8.28,9.22,7.63,Low
56.58,329.73,64.61,968.33,28.75,62.87,2.94,1.67,14.36,40.52,46.84,2.4,43.68,10.48,Low
49.05,322.2,36.93,945.73,12.33,59.08,2.94,6.96,7.61,9.82,17.7,5.3,13.76,7.29,Low
36.58,309.73,51.93,909.56,11.69,67.02,2.94,5.93,6.44,11.15,20.78,3.82,15.96,6.1,Low
44.95,318.1,52.03,936.3,7.85,45.76,2.94,6.85,12.94,5.36,8.43,8.86,6.89,6.1,Low
55.06,328.21,73.07,965.76,5.49,45.13,2.94,5.16,9.92,4.54,6.78,5.12,5.66,2.9,Low
59.33,332.48,53.18,978.81,14.56,65.25,2.94,2.5,8.46,11.02,20.55,2.12,15.79,3.35,Low
40.16,313.31,62.73,921.15,2.16,68.37,2.94,8.11,9.2,2.39,2.88,7.46,2.63,1.96,Low
32.92,306.07,63.13,900.53,18.41,65.76,2.94,3.67,10.2,17.69,23.41,3.74,20.55,7.69,Low
35.46,308.61,49.08,908.61,5.93,37.54,2.94,1.31,14.28,8.29,6.67,1.87,7.48,1.4,Low
41.7,314.85,37.61,927.01,2.61,67.34,2.94,7.84,11.28,2.74,3.97,8.84,3.36,2.97,Low
36.17,309.32,86.65,908.79,10.18,49.88,2.94,2.56,13.25,5.69,17.15,3.39,11.42,3.87,Low
44.38,317.53,71.06,933.55,27.61,36.01,2.94,1.9,11.89,41,38.46,2.26,39.73,8.98,Low
40.14,313.29,38.52,920.11,34.25,37.61,2.94,1.86,6.98,30.74,48.26,1.3,39.5,5.14,Low
38.8,311.95,63.07,918.39,10.42,51.47,2.94,8.09,13.8,9.64,13.52,11.16,11.58,12.92,Low
43.28,316.43,45.84,930.02,22.78,57.53,2.94,4.49,7.16,12.6,30.35,3.21,21.48,6.9,Low
37.14,310.29,46.23,912.96,21.17,55.95,2.94,4.53,10.25,19.61,29.15,4.64,24.38,11.31,Low
45.45,318.6,73.31,935.67,16.69,30.42,2.94,4.86,11.12,9.83,27.09,5.4,18.46,9.97,Low
43.4,316.55,51.93,931.44,17.22,30.55,2.94,4.72,9.99,14.73,23.29,4.72,19.01,8.97,Low
50.16,323.31,41.91,950.45,6.11,56.61,2.94,3.01,11.38,4.14,8.46,3.43,6.3,2.16,Low
38.05,311.2,44.51,913.71,26.39,37.9,2.94,2.05,8.61,19.63,44.8,1.77,32.21,5.7,Low
56.92,330.07,50.36,971.31,7.81,38.09,2.94,5.04,13.7,5.59,15.05,6.9,10.32,7.12,Low
57.26,330.41,30.06,971.97,14.32,50.35,2.94,4.82,10.42,20.11,18.68,5.02,19.39,9.73,Low
34.03,307.18,43.95,904.29,29.61,42.11,2.94,1.28,10.86,24.68,52.66,1.39,38.67,5.38,Low
56.6,329.75,37.38,969.55,1.33,59.84,2.94,6.66,5.08,1.02,2.63,3.38,1.82,0.62,Low
39.81,312.96,32.73,920.76,7.86,65.62,2.94,4.97,11.02,11.32,15.31,5.48,13.32,7.3,Low
33.66,306.81,80.78,903.14,4.64,54.15,2.94,8.11,14.87,3.55,4.86,12.06,4.21,5.08,Low
45.48,318.63,86.45,936.86,6.17,68.03,2.94,6.26,7.91,4.86,7.59,4.95,6.22,3.08,Low
49.99,323.14,73.43,949.51,10.27,45.16,2.94,7.12,10.61,8.35,10.45,7.55,9.4,7.1,Low
57.31,330.46,88.78,971.53,7.38,37.05,2.94,4.51,13.88,8.19,12.76,6.26,10.47,6.55,Low
34.81,307.96,49.73,905.07,28.72,62.08,2.94,2.94,10.56,30.78,48.48,3.1,39.63,12.29,Low
37.62,310.77,42.16,913.43,1.96,51.65,2.94,3.61,13.29,1.8,2.03,4.8,1.92,0.92,Low
37.03,310.18,59.19,912.95,8.42,36.57,2.94,4.87,11.58,7.75,9.09,5.64,8.42,4.75,Low
52.14,325.29,61.65,957.81,23.46,59.57,2.94,6.53,7.7,13.85,23.53,5.03,18.69,9.4,Low
35.11,308.26,63.53,906.29,5.96,60.61,2.94,4.79,13.27,7.52,8.37,6.36,7.94,5.05,Low
33.61,306.76,56.16,902.89,30.39,52.24,2.94,9.06,7.25,30.91,35.05,6.57,32.98,21.67,Medium
57.11,330.26,53.26,972.48,36.86,30.09,2.94,5.09,12.24,28.05,49.46,6.23,38.76,24.15,Medium
39.74,312.89,46.6,918.68,33.13,62.72,2.94,5.09,6.16,36.29,50.73,3.14,43.51,13.66,Medium
40.28,313.43,89.98,921.55,31.27,37.66,2.94,7.75,7.32,15.69,53.43,5.67,34.56,19.6,Medium
54.34,327.49,63.67,963.86,27.01,59.76,2.94,6.03,15.86,14.64,38.22,9.56,26.43,25.27,Medium
55.31,328.46,40.41,966.64,23.66,69.8,2.94,4.59,14.38,14.55,27.01,6.6,20.78,13.71,Medium
57.53,330.68,64.78,973.01,21.49,49.51,2.94,5.89,10.18,29.88,33.79,6,31.84,19.1,Medium
46.79,319.94,72.34,942.14,30.95,33.24,2.94,2.77,14.49,43.49,38.29,4.01,40.89,16.4,Medium
47.4,320.55,61.44,942.02,22.2,45.26,2.94,7.06,7.73,32.24,32.34,5.46,32.29,17.63,Medium
36.73,309.88,81.69,910.67,24.95,31.28,2.94,4.08,13.41,21.63,45.95,5.47,33.79,18.48,Medium
51.4,324.55,65.47,953.23,27.87,47.86,2.94,4.02,11.01,23.64,41.37,4.43,32.5,14.4,Medium
57.46,330.61,78.99,972.9,37.88,38.15,2.94,3.31,10.58,21.87,64.51,3.5,43.19,15.12,Medium
35.35,308.5,31.54,906.5,19.79,42.06,2.94,7.15,10.86,24.21,26.97,7.76,25.59,19.86,Medium
52.14,325.29,49.44,957.42,18.61,55.9,2.94,4.91,9.87,23.14,32.56,4.85,27.85,13.51,Medium
44.23,317.38,30.44,931.6,18.64,35.91,2.94,6.23,9.05,22.79,32.12,5.64,27.45,15.48,Medium
51.77,324.92,58.58,955.8,13.39,53.12,2.94,6.56,11.95,17.71,26.18,7.84,21.95,17.21,Medium
43.65,316.8,88.17,932.43,28.4,51.08,2.94,5.62,15.35,22.19,30.13,8.63,26.16,22.58,Medium
